name;id;mesh_id;level;AKU_relevance
@DISEASE_Gout;D006073;D006073;4.0;not relevant
@DISEASE_Gout;D006073;D006073;5.0;not relevant
@DISEASE_Gout;D006073;D006073;5.0;not relevant
@DISEASE_Graves_Disease;D006111;D006111;3.0;not relevant
@DISEASE_Graves_Disease;D006111;D006111;4.0;not relevant
@DISEASE_Graves_Disease;D006111;D006111;4.0;not relevant
@DISEASE_Graves_Disease;D006111;D006111;4.0;not relevant
@DISEASE_Growth_Hormone_Secreting_Pituitary_Adenoma;D049912;D049912;4.0;not relevant
@DISEASE_Growth_Hormone_Secreting_Pituitary_Adenoma;D049912;D049912;4.0;not relevant
@DISEASE_Growth_Hormone_Secreting_Pituitary_Adenoma;D049912;D049912;5.0;not relevant
@DISEASE_Growth_Hormone_Secreting_Pituitary_Adenoma;D049912;D049912;5.0;not relevant
@DISEASE_Growth_Hormone_Secreting_Pituitary_Adenoma;D049912;D049912;7.0;not relevant
@DISEASE_Hashimoto_Disease;D050031;D050031;4.0;not relevant
@DISEASE_Hashimoto_Disease;D050031;D050031;5.0;not relevant
@DISEASE_Hearing_Loss;D034381;D034381;4.0;not relevant
@DISEASE_Hearing_Loss;D034381;D034381;5.0;not relevant
@DISEASE_Hearing_Loss;D034381;D034381;6.0;not relevant
@DISEASE_Hearing_Loss_Conductive;D006314;D006314;5.0;not relevant
@DISEASE_Hearing_Loss_Conductive;D006314;D006314;6.0;not relevant
@DISEASE_Hearing_Loss_Conductive;D006314;D006314;7.0;not relevant
@DISEASE_Hearing_Loss_Sensorineural;D006319;D006319;5.0;not relevant
@DISEASE_Hearing_Loss_Sensorineural;D006319;D006319;6.0;not relevant
@DISEASE_Hearing_Loss_Sensorineural;D006319;D006319;7.0;not relevant
@DISEASE_Heart_Defects_Congenital;D006330;D006330;3.0;not relevant
@DISEASE_Heart_Defects_Congenital;D006330;D006330;3.0;not relevant
@DISEASE_Heart_Defects_Congenital;D006330;D006330;4.0;not relevant
@DISEASE_Heart_defects_limb_shortening;C535850;;;not relevant
@DISEASE_Heart_Failure;D006333;D006333;3.0;not relevant
@DISEASE_Heart_Septal_Defects_Atrial;D006344;D006344;5.0;not relevant
@DISEASE_Heart_Septal_Defects_Atrial;D006344;D006344;5.0;not relevant
@DISEASE_Heart_Septal_Defects_Atrial;D006344;D006344;6.0;not relevant
@DISEASE_Hemangioblastoma;D018325;D018325;6.0;not relevant
@DISEASE_Hematologic_Neoplasms;D019337;D019337;3.0;not relevant
@DISEASE_Hematologic_Neoplasms;D019337;D019337;3.0;not relevant
@DISEASE_Hematoma;D006406;D006406;4.0;not relevant
@DISEASE_Hematoma_Subdural_Chronic;D020200;D020200;5.0;not relevant
@DISEASE_Hematoma_Subdural_Chronic;D020200;D020200;6.0;not relevant
@DISEASE_Hematoma_Subdural_Chronic;D020200;D020200;6.0;not relevant
@DISEASE_Hematoma_Subdural_Chronic;D020200;D020200;6.0;not relevant
@DISEASE_Hematoma_Subdural_Chronic;D020200;D020200;6.0;not relevant
@DISEASE_Hematoma_Subdural_Chronic;D020200;D020200;7.0;not relevant
@DISEASE_Hematoma_Subdural_Chronic;D020200;D020200;8.0;not relevant
@DISEASE_Hematuria;D006417;D006417;4.0;not relevant
@DISEASE_Hematuria;D006417;D006417;4.0;not relevant
@DISEASE_Hematuria;D006417;D006417;5.0;not relevant
@DISEASE_Hematuria;D006417;D006417;6.0;not relevant
@DISEASE_Hemochromatosis;D006432;D006432;5.0;not relevant
@DISEASE_Hemochromatosis;D006432;D006432;5.0;not relevant
@DISEASE_Hemochromatosis;D006432;D006432;5.0;not relevant
@DISEASE_Hemolysis;D006461;D006461;3.0;not relevant
@DISEASE_Hemolysis;D006461;D006461;3.0;not relevant
@DISEASE_Hemorrhagic_Stroke;D000083302;D000083302;5.0;not relevant
@DISEASE_Hemorrhagic_Stroke;D000083302;D000083302;6.0;not relevant
@DISEASE_Hepatitis_Autoimmune;D019693;D019693;3.0;not relevant
@DISEASE_Hepatitis_Autoimmune;D019693;D019693;5.0;not relevant
@DISEASE_Hepatitis_B;D006509;D006509;4.0;not relevant
@DISEASE_Hepatitis_B;D006509;D006509;4.0;not relevant
@DISEASE_Hepatitis_B;D006509;D006509;5.0;not relevant
@DISEASE_Hepatitis_B;D006509;D006509;5.0;not relevant
@DISEASE_Hepatitis_B_Chronic;D019694;D019694;5.0;not relevant
@DISEASE_Hepatitis_B_Chronic;D019694;D019694;5.0;not relevant
@DISEASE_Hepatitis_B_Chronic;D019694;D019694;5.0;not relevant
@DISEASE_Hepatitis_B_Chronic;D019694;D019694;6.0;not relevant
@DISEASE_Hepatitis_B_Chronic;D019694;D019694;6.0;not relevant
@DISEASE_Hepatitis_B_Chronic;D019694;D019694;6.0;not relevant
@DISEASE_Hepatitis_C;D006526;D006526;4.0;not relevant
@DISEASE_Hepatitis_C;D006526;D006526;4.0;not relevant
@DISEASE_Hepatitis_C;D006526;D006526;5.0;not relevant
@DISEASE_Hepatitis_C;D006526;D006526;5.0;not relevant
@DISEASE_Hepatitis_C_Chronic;D019698;D019698;5.0;not relevant
@DISEASE_Hepatitis_C_Chronic;D019698;D019698;5.0;not relevant
@DISEASE_Hepatitis_C_Chronic;D019698;D019698;5.0;not relevant
@DISEASE_Hepatitis_C_Chronic;D019698;D019698;6.0;not relevant
@DISEASE_Hepatitis_C_Chronic;D019698;D019698;6.0;not relevant
@DISEASE_Hepatitis_C_Chronic;D019698;D019698;6.0;not relevant
@DISEASE_Hepatitis_E;D016751;D016751;4.0;not relevant
@DISEASE_Hepatitis_E;D016751;D016751;4.0;not relevant
@DISEASE_Hepatitis_E;D016751;D016751;5.0;not relevant
@DISEASE_Hepatoblastoma;D018197;D018197;4.0;not relevant
@DISEASE_Hepatolenticular_Degeneration;D006527;D006527;3.0;not relevant
@DISEASE_Hepatolenticular_Degeneration;D006527;D006527;4.0;not relevant
@DISEASE_Hepatolenticular_Degeneration;D006527;D006527;4.0;not relevant
@DISEASE_Hepatolenticular_Degeneration;D006527;D006527;4.0;not relevant
@DISEASE_Hepatolenticular_Degeneration;D006527;D006527;5.0;not relevant
@DISEASE_Hepatolenticular_Degeneration;D006527;D006527;5.0;not relevant
@DISEASE_Hepatolenticular_Degeneration;D006527;D006527;5.0;not relevant
@DISEASE_Hepatolenticular_Degeneration;D006527;D006527;5.0;not relevant
@DISEASE_Hepatolenticular_Degeneration;D006527;D006527;5.0;not relevant
@DISEASE_Hepatolenticular_Degeneration;D006527;D006527;5.0;not relevant
@DISEASE_Hepatolenticular_Degeneration;D006527;D006527;6.0;not relevant
@DISEASE_Hereditary_Myopathy_with_Early_Respiratory_Failure;C566343;;;not relevant
@DISEASE_Hereditary_pancreatitis;C537262;;;not relevant
@DISEASE_Hereditary_Sensory_and_Autonomic_Neuropathies;D009477;D009477;3.0;not relevant
@DISEASE_Hereditary_Sensory_and_Autonomic_Neuropathies;D009477;D009477;4.0;not relevant
@DISEASE_Hereditary_Sensory_and_Autonomic_Neuropathies;D009477;D009477;4.0;not relevant
@DISEASE_Hereditary_Sensory_and_Autonomic_Neuropathies;D009477;D009477;4.0;not relevant
@DISEASE_Hereditary_Sensory_and_Autonomic_Neuropathies;D009477;D009477;5.0;not relevant
@DISEASE_Herpes_Simplex;D006561;D006561;4.0;not relevant
@DISEASE_Herpes_Simplex;D006561;D006561;5.0;not relevant
@DISEASE_Herpes_Simplex;D006561;D006561;5.0;not relevant
@DISEASE_Hippocampal_Sclerosis;D000092223;D000092223;5.0;not relevant
@DISEASE_Hippocampal_Sclerosis;D000092223;D000092223;6.0;not relevant
@DISEASE_Histiocytosis_with_joint_contractures_and_sensorineural_deafness;C538322;;;relevant
@DISEASE_Hodgkin_Disease;D006689;D006689;4.0;not relevant
@DISEASE_Hodgkin_Disease;D006689;D006689;5.0;not relevant
@DISEASE_Hodgkin_Disease;D006689;D006689;5.0;not relevant
@DISEASE_Humoral_Hypercalcemia_Of_Malignancy;C562390;;;not relevant
@DISEASE_Huntington_Disease;D006816;D006816;4.0;not relevant
@DISEASE_Huntington_Disease;D006816;D006816;4.0;not relevant
@DISEASE_Huntington_Disease;D006816;D006816;4.0;not relevant
@DISEASE_Huntington_Disease;D006816;D006816;4.0;not relevant
@DISEASE_Huntington_Disease;D006816;D006816;5.0;not relevant
@DISEASE_Huntington_Disease;D006816;D006816;5.0;not relevant
@DISEASE_Huntington_Disease;D006816;D006816;6.0;not relevant
@DISEASE_Hydatidiform_Mole;D006828;D006828;5.0;not relevant
@DISEASE_Hydatidiform_Mole;D006828;D006828;6.0;not relevant
@DISEASE_Hydatidiform_Mole;D006828;D006828;7.0;not relevant
@DISEASE_Hyperaldosteronism;D006929;D006929;4.0;not relevant
@DISEASE_Hyperalgesia;D006930;D006930;5.0;not relevant
@DISEASE_Hyperalgesia;D006930;D006930;6.0;not relevant
@DISEASE_Hyperammonemia;D022124;D022124;3.0;not relevant
@DISEASE_Hypercalcemia;D006934;D006934;4.0;not relevant
@DISEASE_Hypercalcemia;D006934;D006934;4.0;not relevant
@DISEASE_Hypercholesterolemia;D006937;D006937;6.0;not relevant
@DISEASE_Hyperglycemia;D006943;D006943;4.0;not relevant
@DISEASE_Hyperglycemic_Hyperosmolar_Nonketotic_Coma;D006944;D006944;5.0;not relevant
@DISEASE_Hyperinsulinism;D006946;D006946;4.0;not relevant
@DISEASE_Hyperkinesis;D006948;D006948;4.0;not relevant
@DISEASE_Hyperkinesis;D006948;D006948;5.0;not relevant
@DISEASE_Hyperlipidemia_Familial_Combined;D006950;D006950;5.0;not relevant
@DISEASE_Hyperlipidemia_Familial_Combined;D006950;D006950;5.0;not relevant
@DISEASE_Hyperlipidemia_Familial_Combined;D006950;D006950;5.0;not relevant
@DISEASE_Hyperlipidemia_Familial_Combined;D006950;D006950;6.0;not relevant
@DISEASE_Hyperlipidemias;D006949;D006949;5.0;not relevant
@DISEASE_Hyperlysinemias;D020167;D020167;5.0;not relevant
@DISEASE_Hyperlysinemias;D020167;D020167;5.0;not relevant
@DISEASE_Hyperlysinemias;D020167;D020167;5.0;not relevant
@DISEASE_Hyperlysinemias;D020167;D020167;5.0;not relevant
@DISEASE_Hyperlysinemias;D020167;D020167;5.0;not relevant
@DISEASE_Hyperlysinemias;D020167;D020167;6.0;not relevant
@DISEASE_Hypernatremia;D006955;D006955;4.0;not relevant
@DISEASE_Hyperostosis_corticalis_deformans_juvenilis;C537701;;;not relevant
@DISEASE_Hyperoxaluria;D006959;D006959;4.0;not relevant
@DISEASE_Hyperoxaluria;D006959;D006959;5.0;not relevant
@DISEASE_Hyperoxaluria;D006959;D006959;6.0;not relevant
@DISEASE_Hyperphagia;D006963;D006963;4.0;not relevant
@DISEASE_Hyperpigmentation;D017495;D017495;4.0;not relevant
@DISEASE_Hyperplasia;D006965;D006965;3.0;not relevant
@DISEASE_Hypertension;D006973;D006973;3.0;not relevant
@DISEASE_Hypertension_Pregnancy_Induced;D046110;D046110;4.0;not relevant
@DISEASE_Hypertension_Pregnancy_Induced;D046110;D046110;4.0;not relevant
@DISEASE_Hypertension_Pulmonary;D006976;D006976;3.0;not relevant
@DISEASE_Hypertension_Pulmonary;D006976;D006976;4.0;not relevant
@DISEASE_Hypertensive_Nephropathy;C563161;;;not relevant
@DISEASE_Hypertensive_Retinopathy;D058437;D058437;3.0;not relevant
@DISEASE_Hypertensive_Retinopathy;D058437;D058437;4.0;not relevant
@DISEASE_Hypertriglyceridemia;D015228;D015228;6.0;not relevant
@DISEASE_Hypertrophy;D006984;D006984;3.0;not relevant
@DISEASE_Hyperuricemia;D033461;D033461;3.0;not relevant
@DISEASE_Hypesthesia;D006987;D006987;5.0;not relevant
@DISEASE_Hypesthesia;D006987;D006987;6.0;not relevant
@DISEASE_Hypobetalipoproteinemia_Familial_2;C565732;;;not relevant
@DISEASE_Hypocalcemia;D006996;D006996;4.0;not relevant
@DISEASE_Hypocalcemia;D006996;D006996;4.0;not relevant
@DISEASE_Hypodysfibrinogenemia_Congenital;C565970;;;not relevant
@DISEASE_Hypoglycemia;D007003;D007003;4.0;not relevant
@DISEASE_Hypokalemia;D007008;D007008;4.0;not relevant
@DISEASE_Hypokinesia;D018476;D018476;4.0;not relevant
@DISEASE_Hypokinesia;D018476;D018476;5.0;not relevant
@DISEASE_Hypomagnesemia_5_Renal_with_Ocular_Involvement;C565423;;;relevant
@DISEASE_Hypomagnesemia_primary;C537153;;;not relevant
@DISEASE_Hyponatremia;D007010;D007010;4.0;not relevant
@DISEASE_Hypopigmentation;D017496;D017496;4.0;not relevant
@DISEASE_Hypospadias;D007021;D007021;3.0;not relevant
@DISEASE_Hypospadias;D007021;D007021;4.0;not relevant
@DISEASE_Hypospadias;D007021;D007021;4.0;not relevant
@DISEASE_Hypospadias;D007021;D007021;5.0;not relevant
@DISEASE_Hypospadias;D007021;D007021;5.0;not relevant
@DISEASE_Hypospadias;D007021;D007021;5.0;not relevant
@DISEASE_Hypotension;D007022;D007022;3.0;not relevant
@DISEASE_Hypothermia;D007035;D007035;4.0;not relevant
@DISEASE_Hypothyroidism;D007037;D007037;3.0;not relevant
@DISEASE_Hypotrichosis;D007039;D007039;4.0;not relevant
@DISEASE_Hypotrichosis_And_Recurrent_Skin_Vesicles;C567751;;;not relevant
@DISEASE_Hypouricemia_Renal_2;C567426;;;relevant
@DISEASE_Hypovolemia;D020896;D020896;3.0;not relevant
@DISEASE_Hypoxia;D000860;D000860;4.0;not relevant
@DISEASE_Hypoxia_Brain;D002534;D002534;4.0;not relevant
@DISEASE_Hypoxia_Brain;D002534;D002534;5.0;not relevant
@DISEASE_Hypoxia_Ischemia_Brain;D020925;D020925;5.0;not relevant
@DISEASE_Hypoxia_Ischemia_Brain;D020925;D020925;5.0;not relevant
@DISEASE_Hypoxia_Ischemia_Brain;D020925;D020925;6.0;not relevant
@DISEASE_Hypoxia_Ischemia_Brain;D020925;D020925;6.0;not relevant
@DISEASE_Idiopathic_Noncirrhotic_Portal_Hypertension;D000094724;D000094724;4.0;not relevant
@DISEASE_Idiopathic_Pulmonary_Fibrosis;D054990;D054990;5.0;not relevant
@DISEASE_IgA_Vasculitis;D011695;D011695;4.0;not relevant
@DISEASE_IgA_Vasculitis;D011695;D011695;4.0;not relevant
@DISEASE_IgA_Vasculitis;D011695;D011695;4.0;not relevant
@DISEASE_IgA_Vasculitis;D011695;D011695;5.0;not relevant
@DISEASE_IgA_Vasculitis;D011695;D011695;5.0;not relevant
@DISEASE_IgA_Vasculitis;D011695;D011695;5.0;not relevant
@DISEASE_IgA_Vasculitis;D011695;D011695;5.0;not relevant
@DISEASE_Immuno_hemolytic_anemia;C538437;;;not relevant
@DISEASE_Immunoglobulin_G4_Related_Disease;D000077733;D000077733;3.0;not relevant
@DISEASE_Infarction_Anterior_Cerebral_Artery;D020243;D020243;6.0;not relevant
@DISEASE_Infarction_Anterior_Cerebral_Artery;D020243;D020243;7.0;not relevant
@DISEASE_Infarction_Anterior_Cerebral_Artery;D020243;D020243;7.0;not relevant
@DISEASE_Infarction_Anterior_Cerebral_Artery;D020243;D020243;7.0;not relevant
@DISEASE_Infarction_Anterior_Cerebral_Artery;D020243;D020243;7.0;not relevant
@DISEASE_Infarction_Anterior_Cerebral_Artery;D020243;D020243;7.0;not relevant
@DISEASE_Infarction_Anterior_Cerebral_Artery;D020243;D020243;8.0;not relevant
@DISEASE_Infarction_Anterior_Cerebral_Artery;D020243;D020243;8.0;not relevant
@DISEASE_Infarction_Middle_Cerebral_Artery;D020244;D020244;6.0;not relevant
@DISEASE_Infarction_Middle_Cerebral_Artery;D020244;D020244;7.0;not relevant
@DISEASE_Infarction_Middle_Cerebral_Artery;D020244;D020244;7.0;not relevant
@DISEASE_Infarction_Middle_Cerebral_Artery;D020244;D020244;7.0;not relevant
@DISEASE_Infarction_Middle_Cerebral_Artery;D020244;D020244;7.0;not relevant
@DISEASE_Infarction_Middle_Cerebral_Artery;D020244;D020244;7.0;not relevant
@DISEASE_Infarction_Middle_Cerebral_Artery;D020244;D020244;8.0;not relevant
@DISEASE_Infarction_Middle_Cerebral_Artery;D020244;D020244;8.0;not relevant
@DISEASE_Infectious_Mononucleosis;D007244;D007244;4.0;not relevant
@DISEASE_Infectious_Mononucleosis;D007244;D007244;4.0;not relevant
@DISEASE_Infectious_Mononucleosis;D007244;D007244;4.0;not relevant
@DISEASE_Infectious_Mononucleosis;D007244;D007244;6.0;not relevant
@DISEASE_Inflammatory_Breast_Neoplasms;D058922;D058922;4.0;not relevant
@DISEASE_Inflammatory_Breast_Neoplasms;D058922;D058922;5.0;not relevant
@DISEASE_Influenza_Human;D007251;D007251;3.0;not relevant
@DISEASE_Influenza_Human;D007251;D007251;3.0;not relevant
@DISEASE_Influenza_Human;D007251;D007251;5.0;not relevant
@DISEASE_Insulin_Resistance;D007333;D007333;5.0;not relevant
@DISEASE_Insulin_Resistance;D007333;D007333;5.0;not relevant
@DISEASE_Insulinoma;D007340;D007340;5.0;not relevant
@DISEASE_Insulinoma;D007340;D007340;5.0;not relevant
@DISEASE_Insulinoma;D007340;D007340;5.0;not relevant
@DISEASE_Insulinoma;D007340;D007340;6.0;not relevant
@DISEASE_Insulinoma;D007340;D007340;6.0;not relevant
@DISEASE_Insulinoma;D007340;D007340;6.0;not relevant
@DISEASE_Intervertebral_Disc_Degeneration;D055959;D055959;4.0;relevant
@DISEASE_Intervertebral_disc_disease;C535531;;;relevant
@DISEASE_Intestinal_Pseudo_Obstruction;D007418;D007418;6.0;not relevant
@DISEASE_Intracranial_Aneurysm;D002532;D002532;4.0;not relevant
@DISEASE_Intracranial_Aneurysm;D002532;D002532;5.0;not relevant
@DISEASE_Intracranial_Aneurysm;D002532;D002532;6.0;not relevant
@DISEASE_Intrahepatic_Cholestasis_of_Pregnancy;C535932;;;not relevant
@DISEASE_Invasive_Pulmonary_Aspergillosis;D055744;D055744;5.0;not relevant
@DISEASE_Invasive_Pulmonary_Aspergillosis;D055744;D055744;5.0;not relevant
@DISEASE_Invasive_Pulmonary_Aspergillosis;D055744;D055744;6.0;not relevant
@DISEASE_Invasive_Pulmonary_Aspergillosis;D055744;D055744;6.0;not relevant
@DISEASE_Iron_Overload;D019190;D019190;4.0;not relevant
@DISEASE_Ischemia;D007511;D007511;3.0;not relevant
@DISEASE_Jaundice;D007565;D007565;4.0;not relevant
@DISEASE_Jaundice;D007565;D007565;4.0;not relevant
@DISEASE_Juvenile_gout;C537696;;;not relevant
@DISEASE_Kashin_Beck_Disease;D057767;D057767;5.0;not relevant
@DISEASE_Keloid;D007627;D007627;4.0;not relevant
@DISEASE_Keloid;D007627;D007627;5.0;not relevant
@DISEASE_Keloid;D007627;D007627;5.0;not relevant
@DISEASE_Keratitis_Fugax_Hereditaria;C563650;;;not relevant
@DISEASE_Keratitis_Herpetic;D016849;D016849;4.0;not relevant
@DISEASE_Keratitis_Herpetic;D016849;D016849;4.0;not relevant
@DISEASE_Keratitis_Herpetic;D016849;D016849;4.0;not relevant
@DISEASE_Keratitis_Herpetic;D016849;D016849;4.0;not relevant
@DISEASE_Keratitis_Herpetic;D016849;D016849;6.0;not relevant
@DISEASE_Keratoconus;D007640;D007640;3.0;not relevant
@DISEASE_Keshan_disease;C536166;;;not relevant
@DISEASE_Kidney_Calculi;D007669;D007669;5.0;relevant
@DISEASE_Kidney_Calculi;D007669;D007669;5.0;relevant
@DISEASE_Kidney_Calculi;D007669;D007669;5.0;relevant
@DISEASE_Kidney_Calculi;D007669;D007669;5.0;relevant
@DISEASE_Kidney_Calculi;D007669;D007669;6.0;relevant
@DISEASE_Kidney_Calculi;D007669;D007669;6.0;relevant
@DISEASE_Kidney_Calculi;D007669;D007669;6.0;relevant
@DISEASE_Kidney_Calculi;D007669;D007669;7.0;relevant
@DISEASE_Kidney_Calculi;D007669;D007669;7.0;relevant
@DISEASE_Kidney_Calculi;D007669;D007669;7.0;relevant
@DISEASE_Kidney_Failure_Chronic;D007676;D007676;6.0;relevant
@DISEASE_Kidney_Failure_Chronic;D007676;D007676;6.0;relevant
@DISEASE_Kidney_Failure_Chronic;D007676;D007676;7.0;relevant
@DISEASE_Kidney_Failure_Chronic;D007676;D007676;8.0;relevant
@DISEASE_Kidney_Neoplasms;D007680;D007680;4.0;relevant
@DISEASE_Kidney_Neoplasms;D007680;D007680;4.0;relevant
@DISEASE_Kidney_Neoplasms;D007680;D007680;4.0;relevant
@DISEASE_Kidney_Neoplasms;D007680;D007680;5.0;relevant
@DISEASE_Kidney_Neoplasms;D007680;D007680;5.0;relevant
@DISEASE_Kidney_Neoplasms;D007680;D007680;5.0;relevant
@DISEASE_Kidney_Neoplasms;D007680;D007680;6.0;relevant
@DISEASE_Kidney_Neoplasms;D007680;D007680;6.0;relevant
@DISEASE_Left_Right_Axis_Malformations;C566610;;;not relevant
@DISEASE_Leigh_Disease;D007888;D007888;4.0;not relevant
@DISEASE_Leigh_Disease;D007888;D007888;5.0;not relevant
@DISEASE_Leigh_Disease;D007888;D007888;5.0;not relevant
@DISEASE_Leigh_Disease;D007888;D007888;5.0;not relevant
@DISEASE_Leigh_Disease;D007888;D007888;6.0;not relevant
@DISEASE_Leigh_Disease;D007888;D007888;6.0;not relevant
@DISEASE_Leigh_Disease;D007888;D007888;6.0;not relevant
@DISEASE_Leiomyoma;D007889;D007889;5.0;not relevant
@DISEASE_Leishmaniasis;D007896;D007896;3.0;not relevant
@DISEASE_Leishmaniasis;D007896;D007896;4.0;not relevant
@DISEASE_Leishmaniasis;D007896;D007896;5.0;not relevant
@DISEASE_Leishmaniasis;D007896;D007896;5.0;not relevant
@DISEASE_Leishmaniasis_Cutaneous;D016773;D016773;4.0;not relevant
@DISEASE_Leishmaniasis_Cutaneous;D016773;D016773;5.0;not relevant
@DISEASE_Leishmaniasis_Cutaneous;D016773;D016773;6.0;not relevant
@DISEASE_Leishmaniasis_Cutaneous;D016773;D016773;6.0;not relevant
@DISEASE_Leishmaniasis_Visceral;D007898;D007898;4.0;not relevant
@DISEASE_Leishmaniasis_Visceral;D007898;D007898;6.0;not relevant
@DISEASE_Leptospirosis;D007922;D007922;6.0;not relevant
@DISEASE_Leukemia;D007938;D007938;3.0;not relevant
@DISEASE_Leukemia;D007938;D007938;3.0;not relevant
@DISEASE_Leukemia_B_Cell;D015448;D015448;5.0;not relevant
@DISEASE_Leukemia_B_Cell;D015448;D015448;5.0;not relevant
@DISEASE_Leukemia_B_Cell;D015448;D015448;5.0;not relevant
@DISEASE_Leukemia_B_Cell;D015448;D015448;5.0;not relevant
@DISEASE_Leukemia_Biphenotypic_Acute;D015456;D015456;5.0;not relevant
@DISEASE_Leukemia_Biphenotypic_Acute;D015456;D015456;5.0;not relevant
@DISEASE_Leukemia_Biphenotypic_Acute;D015456;D015456;5.0;not relevant
@DISEASE_Leukemia_Biphenotypic_Acute;D015456;D015456;5.0;not relevant
@DISEASE_Leukemia_Hairy_Cell;D007943;D007943;4.0;not relevant
@DISEASE_Leukemia_Hairy_Cell;D007943;D007943;4.0;not relevant
@DISEASE_Leukemia_Hairy_Cell;D007943;D007943;4.0;not relevant
@DISEASE_Leukemia_Hairy_Cell;D007943;D007943;4.0;not relevant
@DISEASE_Leukemia_Large_Granular_Lymphocytic;D054066;D054066;6.0;not relevant
@DISEASE_Leukemia_Large_Granular_Lymphocytic;D054066;D054066;6.0;not relevant
@DISEASE_Leukemia_Large_Granular_Lymphocytic;D054066;D054066;6.0;not relevant
@DISEASE_Leukemia_Large_Granular_Lymphocytic;D054066;D054066;6.0;not relevant
@DISEASE_Leukemia_Lymphocytic_Chronic_B_Cell;D015451;D015451;5.0;not relevant
@DISEASE_Leukemia_Lymphocytic_Chronic_B_Cell;D015451;D015451;6.0;not relevant
@DISEASE_Leukemia_Lymphocytic_Chronic_B_Cell;D015451;D015451;6.0;not relevant
@DISEASE_Leukemia_Lymphocytic_Chronic_B_Cell;D015451;D015451;6.0;not relevant
@DISEASE_Leukemia_Lymphocytic_Chronic_B_Cell;D015451;D015451;6.0;not relevant
@DISEASE_Leukemia_Lymphoid;D007945;D007945;4.0;not relevant
@DISEASE_Leukemia_Lymphoid;D007945;D007945;4.0;not relevant
@DISEASE_Leukemia_Lymphoid;D007945;D007945;4.0;not relevant
@DISEASE_Leukemia_Lymphoid;D007945;D007945;4.0;not relevant
@DISEASE_Leukemia_Lymphoma_Adult_T_Cell;D015459;D015459;6.0;not relevant
@DISEASE_Leukemia_Lymphoma_Adult_T_Cell;D015459;D015459;6.0;not relevant
@DISEASE_Leukemia_Lymphoma_Adult_T_Cell;D015459;D015459;6.0;not relevant
@DISEASE_Leukemia_Lymphoma_Adult_T_Cell;D015459;D015459;6.0;not relevant
@DISEASE_Leukemia_Mast_Cell;D007946;D007946;4.0;not relevant
@DISEASE_Leukemia_Mast_Cell;D007946;D007946;4.0;not relevant
@DISEASE_Leukemia_Mast_Cell;D007946;D007946;5.0;not relevant
@DISEASE_Leukemia_Mast_Cell;D007946;D007946;6.0;not relevant
@DISEASE_Leukemia_Mast_Cell;D007946;D007946;6.0;not relevant
@DISEASE_Leukemia_Megakaryoblastic_Acute;D007947;D007947;6.0;not relevant
@DISEASE_Leukemia_Megakaryoblastic_Acute;D007947;D007947;6.0;not relevant
@DISEASE_Leukemia_Myelogenous_Chronic_BCR_ABL_Positive;D015464;D015464;5.0;not relevant
@DISEASE_Leukemia_Myelogenous_Chronic_BCR_ABL_Positive;D015464;D015464;5.0;not relevant
@DISEASE_Leukemia_Myelogenous_Chronic_BCR_ABL_Positive;D015464;D015464;5.0;not relevant
@DISEASE_Leukemia_Myelogenous_Chronic_BCR_ABL_Positive;D015464;D015464;5.0;not relevant
@DISEASE_Leukemia_Myeloid;D007951;D007951;4.0;not relevant
@DISEASE_Leukemia_Myeloid;D007951;D007951;4.0;not relevant
@DISEASE_Leukemia_Myeloid_Acute;D015470;D015470;5.0;not relevant
@DISEASE_Leukemia_Myeloid_Acute;D015470;D015470;5.0;not relevant
@DISEASE_Leukemia_T_Cell;D015458;D015458;5.0;not relevant
@DISEASE_Leukemia_T_Cell;D015458;D015458;5.0;not relevant
@DISEASE_Leukemia_T_Cell;D015458;D015458;5.0;not relevant
@DISEASE_Leukemia_T_Cell;D015458;D015458;5.0;not relevant
@DISEASE_Lewy_Body_Disease;D020961;D020961;4.0;not relevant
@DISEASE_Lewy_Body_Disease;D020961;D020961;4.0;not relevant
@DISEASE_Lewy_Body_Disease;D020961;D020961;5.0;not relevant
@DISEASE_Lewy_Body_Disease;D020961;D020961;5.0;not relevant
@DISEASE_Lewy_Body_Disease;D020961;D020961;6.0;not relevant
@DISEASE_Lichen_Planus;D008010;D008010;5.0;not relevant
@DISEASE_Lichen_Planus_Oral;D017676;D017676;3.0;not relevant
@DISEASE_Lichen_Planus_Oral;D017676;D017676;6.0;not relevant
@DISEASE_Lichenoid_Eruptions;D017512;D017512;4.0;not relevant
@DISEASE_Lipodystrophy;D008060;D008060;4.0;not relevant
@DISEASE_Lipodystrophy;D008060;D008060;4.0;not relevant
@DISEASE_Lipodystrophy;D008060;D008060;4.0;not relevant
@DISEASE_Lipoprotein_Glomerulopathy;C567089;;;not relevant
@DISEASE_Liposarcoma_Myxoid;D018208;D018208;6.0;not relevant
@DISEASE_Liposarcoma_Myxoid;D018208;D018208;6.0;not relevant
@DISEASE_Liver_Cirrhosis;D008103;D008103;3.0;not relevant
@DISEASE_Liver_Cirrhosis;D008103;D008103;4.0;not relevant
@DISEASE_Liver_Cirrhosis_Biliary;D008105;D008105;4.0;not relevant
@DISEASE_Liver_Cirrhosis_Biliary;D008105;D008105;4.0;not relevant
@DISEASE_Liver_Cirrhosis_Biliary;D008105;D008105;5.0;not relevant
